Wilaya,Product,Production(qx),SizeofLandUsed(ha),Season,Price(da/qx),Consumption
OUARGLA,Wheat,0,2002,Fall,3988,943471
ORAN,Wheat,217316,9957,Winter,4450,233657
ORAN,Wheat,0,9957,Spring,1581,707355
ORAN,Wheat,0,9957,Summer,1401,272908
ORAN,Wheat,0,9957,Fall,2629,610568
ElBayadh,Wheat,35210,1778,Winter,5016,797983
ElBayadh,Wheat,0,1778,Spring,4889,949892
ElBayadh,Wheat,0,1778,Summer,2062,883893
ElBayadh,Wheat,0,1778,Fall,4450,371052
ILLIZI,Wheat,174,6,Winter,3164,416354
ILLIZI,Wheat,0,6,Spring,5426,718830
ILLIZI,Wheat,0,6,Summer,2970,956293
ILLIZI,Wheat,0,6,Fall,5227,449945
BordjBouArreridj,Wheat,787730,59097,Winter,2351,108167
BordjBouArreridj,Wheat,0,59097,Spring,1546,55572
BordjBouArreridj,Wheat,0,59097,Summer,2505,876804
BordjBouArreridj,Wheat,0,59097,Fall,5134,346033
BOUMERDES,Wheat,92248,3622,Winter,5246,955406
BOUMERDES,Wheat,0,3622,Spring,5764,4614
BOUMERDES,Wheat,0,3622,Summer,2662,156714
BOUMERDES,Wheat,0,3622,Fall,5134,131439
ElTarf,Wheat,488681,22338,Winter,4244,395474
ElTarf,Wheat,0,22338,Spring,3903,472915
ElTarf,Wheat,0,22338,Summer,1497,166107
ElTarf,Wheat,0,22338,Fall,5502,379678
TISSEMSILT,Wheat,1046096,56640,Winter,3915,538584
TISSEMSILT,Wheat,0,56640,Spring,2065,754072
TISSEMSILT,Wheat,0,56640,Summer,3747,347758
TISSEMSILT,Wheat,0,56640,Fall,3879,928620
ElOued,Wheat,270000,10401,Winter,5773,912780
ElOued,Wheat,0,10401,Spring,3840,497872
ElOued,Wheat,0,10401,Summer,2219,493032
ElOued,Wheat,0,10401,Fall,2052,11294
KHENCHELA,Wheat,574450,54815,Winter,4689,866921
KHENCHELA,Wheat,0,54815,Spring,1012,548768
KHENCHELA,Wheat,0,54815,Summer,2054,751007
KHENCHELA,Wheat,0,54815,Fall,1706,676439
SoukAhras,Wheat,1018962,78422,Winter,1285,386617
SoukAhras,Wheat,0,78422,Spring,5149,140675
SoukAhras,Wheat,0,78422,Summer,4961,91243
SoukAhras,Wheat,0,78422,Fall,5099,874073
TIPAZA,Wheat,346873,13915,Winter,5512,227418
TIPAZA,Wheat,0,13915,Spring,1066,331990
TIPAZA,Wheat,0,13915,Summer,4131,623583
TIPAZA,Wheat,0,13915,Fall,4308,423731
MILA,Wheat,1968262,65295,Winter,1314,361754
MILA,Wheat,0,65295,Spring,1074,611869
MILA,Wheat,0,65295,Summer,5741,387579
MILA,Wheat,0,65295,Fall,4315,162146
AinDefla,Wheat,1527458,55556,Winter,5870,383545
AinDefla,Wheat,0,55556,Spring,3993,697779
AinDefla,Wheat,0,55556,Summer,2984,8326
AinDefla,Wheat,0,55556,Fall,5292,686923
NAAMA,Wheat,1609,125110,Winter,5575,89057
NAAMA,Wheat,0,125110,Spring,1064,261077
NAAMA,Wheat,0,125110,Summer,2211,434454
NAAMA,Wheat,0,125110,Fall,5113,433397
AinTemouchent,Wheat,1172100,51400,Winter,5375,653926
AinTemouchent,Wheat,0,51400,Spring,4289,325831
AinTemouchent,Wheat,0,51400,Summer,1037,842150
AinTemouchent,Wheat,0,51400,Fall,1508,55764
GHARDAIA,Wheat,196752,4533,Winter,4162,642417
GHARDAIA,Wheat,0,4533,Spring,3216,558038
GHARDAIA,Wheat,0,4533,Summer,3513,111130
GHARDAIA,Wheat,0,4533,Fall,5242,738876
RELIZANE,Wheat,1442279,78927,Winter,3812,633801
RELIZANE,Wheat,0,78927,Spring,4151,874300
RELIZANE,Wheat,0,78927,Summer,2429,908842
RELIZANE,Wheat,0,78927,Fall,3873,378529
ADRAR,soft_wheat,118814,3698,Winter,3988,877235
ADRAR,soft_wheat,0,3698,Spring,5554,551736
ADRAR,soft_wheat,0,3698,Summer,3453,158510
ADRAR,soft_wheat,0,3698,Fall,3981,98678
CHLEF,soft_wheat,141721,7148,Winter,4378,467670
CHLEF,soft_wheat,0,7148,Spring,2360,259872
CHLEF,soft_wheat,0,7148,Summer,1012,22475
CHLEF,soft_wheat,0,7148,Fall,3739,742399
LAGHOUAT,soft_wheat,6300,140,Winter,4684,426548
LAGHOUAT,soft_wheat,0,140,Spring,1732,849209
LAGHOUAT,soft_wheat,0,140,Summer,2853,227274
LAGHOUAT,soft_wheat,0,140,Fall,2369,459588
OumElBouaghi,soft_wheat,400000,42100,Winter,3386,391008
OumElBouaghi,soft_wheat,0,42100,Spring,1102,982380
OumElBouaghi,soft_wheat,0,42100,Summer,5487,715079
OumElBouaghi,soft_wheat,0,42100,Fall,2925,135072
BATNA,soft_wheat,94233,7510,Winter,1736,164135
BATNA,soft_wheat,0,7510,Spring,2545,734028
BATNA,soft_wheat,0,7510,Summer,5485,380919
BATNA,soft_wheat,0,7510,Fall,4353,307043
BEJAIA,soft_wheat,570,48,Winter,2776,733007
BEJAIA,soft_wheat,0,48,Spring,5156,178098
BEJAIA,soft_wheat,0,48,Summer,2541,667370
BEJAIA,soft_wheat,0,48,Fall,2105,132193
BISKRA,soft_wheat,209250,5450,Winter,2661,690822
BISKRA,soft_wheat,0,5450,Spring,3110,64156
BISKRA,soft_wheat,0,5450,Summer,5267,643178
BISKRA,soft_wheat,0,5450,Fall,1925,427678
BECHAR,soft_wheat,115,5,Winter,1240,370054
BECHAR,soft_wheat,0,5,Spring,5304,635717
BECHAR,soft_wheat,0,5,Summer,2796,741721
BECHAR,soft_wheat,0,5,Fall,4347,264480
BLIDA,soft_wheat,29120,1017,Winter,2820,697862
BLIDA,soft_wheat,0,1017,Spring,1347,956094
BLIDA,soft_wheat,0,1017,Summer,3625,825524
BLIDA,soft_wheat,0,1017,Fall,4787,330644
BOUIRA,soft_wheat,193446,6110,Winter,4896,953418
BOUIRA,soft_wheat,0,6110,Spring,4089,247094
BOUIRA,soft_wheat,0,6110,Summer,2808,505555
BOUIRA,soft_wheat,0,6110,Fall,1630,1529
TAMANRASSET,soft_wheat,2886,119,Winter,4061,616746
TAMANRASSET,soft_wheat,0,119,Spring,1854,706282
TAMANRASSET,soft_wheat,0,119,Summer,5281,568065
TAMANRASSET,soft_wheat,0,119,Fall,3403,134894
TEBESSA,soft_wheat,16100,7000,Winter,5802,975197
TEBESSA,soft_wheat,0,7000,Spring,3073,459112
TEBESSA,soft_wheat,0,7000,Summer,3873,775186
TEBESSA,soft_wheat,0,7000,Fall,2686,277394
TLEMCEN,soft_wheat,434275,28000,Winter,2589,345399
TLEMCEN,soft_wheat,0,28000,Spring,4320,889966
TLEMCEN,soft_wheat,0,28000,Summer,3571,945608
TLEMCEN,soft_wheat,0,28000,Fall,3596,251112
TIARET,soft_wheat,847410,66000,Winter,2979,90723
TIARET,soft_wheat,0,66000,Spring,3933,639275
TIARET,soft_wheat,0,66000,Summer,2148,474381
TIARET,soft_wheat,0,66000,Fall,1003,227349
TiziOuzou,soft_wheat,1530,62,Winter,3405,836546
TiziOuzou,soft_wheat,0,62,Spring,4473,377867
TiziOuzou,soft_wheat,0,62,Summer,3016,26174
TiziOuzou,soft_wheat,0,62,Fall,4986,96441
ALGIERS,soft_wheat,3090,99,Winter,3619,519566
ALGIERS,soft_wheat,0,99,Spring,5917,465815
ALGIERS,soft_wheat,0,99,Summer,4369,701310
ALGIERS,soft_wheat,0,99,Fall,3988,620913
DJELFA,soft_wheat,2970,155,Winter,4697,199846
DJELFA,soft_wheat,0,155,Spring,1353,640000
DJELFA,soft_wheat,0,155,Summer,2992,145588
DJELFA,soft_wheat,0,155,Fall,2917,812176
JIJEL,soft_wheat,0,0,Winter,3297,682622
JIJEL,soft_wheat,0,0,Spring,5441,522343
JIJEL,soft_wheat,0,0,Summer,2500,102676
JIJEL,soft_wheat,0,0,Fall,3398,54315
SETIF,soft_wheat,291051,16613,Winter,4092,307730
SETIF,soft_wheat,0,16613,Spring,3297,611434
SETIF,soft_wheat,0,16613,Summer,3297,555454
SETIF,soft_wheat,0,16613,Fall,3671,910042
SAIDA,soft_wheat,750736,41024,Winter,2752,611635
SAIDA,soft_wheat,0,41024,Spring,4884,206125
SAIDA,soft_wheat,0,41024,Summer,5538,667056
SAIDA,soft_wheat,0,41024,Fall,5392,971103
SKIKDA,soft_wheat,67986,3122,Winter,1725,860137
SKIKDA,soft_wheat,0,3122,Spring,4183,575380
SKIKDA,soft_wheat,0,3122,Summer,4984,687443
SKIKDA,soft_wheat,0,3122,Fall,1774,664430
SidiBelAbbes,soft_wheat,424575,55084,Winter,3283,810426
SidiBelAbbes,soft_wheat,0,55084,Spring,1414,397374
SidiBelAbbes,soft_wheat,0,55084,Summer,5943,839740
SidiBelAbbes,soft_wheat,0,55084,Fall,1655,210327
ANNABA,soft_wheat,36040,1137,Winter,5000,612533
ANNABA,soft_wheat,0,1137,Spring,4377,635685
ANNABA,soft_wheat,0,1137,Summer,1593,256054
ANNABA,soft_wheat,0,1137,Fall,3348,597551
GUELMA,soft_wheat,422596,10963,Winter,2700,716265
GUELMA,soft_wheat,0,10963,Spring,4385,547379
GUELMA,soft_wheat,0,10963,Summer,5048,741985
GUELMA,soft_wheat,0,10963,Fall,1046,952351
CONSTANTINE,soft_wheat,704059,19353,Winter,3543,831629
CONSTANTINE,soft_wheat,0,19353,Spring,2860,606714
CONSTANTINE,soft_wheat,0,19353,Summer,2339,711412
CONSTANTINE,soft_wheat,0,19353,Fall,1256,715404
MEDEA,soft_wheat,198961,9990,Winter,4162,606765
MEDEA,soft_wheat,0,9990,Spring,2446,425448
MEDEA,soft_wheat,0,9990,Summer,3004,226086
MEDEA,soft_wheat,0,9990,Fall,1043,457853
MOSTAGANEM,soft_wheat,321949,13437,Winter,4746,956053
MOSTAGANEM,soft_wheat,0,13437,Spring,3072,503551
MOSTAGANEM,soft_wheat,0,13437,Summer,3953,397299
MOSTAGANEM,soft_wheat,0,13437,Fall,3543,127370
Msila,soft_wheat,15670,1110,Winter,4902,355900
Msila,soft_wheat,0,1110,Spring,2965,192639
Msila,soft_wheat,0,1110,Summer,1354,435365
Msila,soft_wheat,0,1110,Fall,5642,986259
MASCARA,soft_wheat,302100,21600,Winter,5279,182249
MASCARA,soft_wheat,0,21600,Spring,5330,511058
MASCARA,soft_wheat,0,21600,Summer,4725,757795
MASCARA,soft_wheat,0,21600,Fall,1142,61889
OUARGLA,soft_wheat,6672,313,Winter,1838,346682
OUARGLA,soft_wheat,0,313,Spring,1996,683971
OUARGLA,soft_wheat,0,313,Summer,2911,700336
OUARGLA,soft_wheat,0,313,Fall,4878,185580
ORAN,soft_wheat,63476,2724,Winter,1881,738955
ORAN,soft_wheat,0,2724,Spring,5403,329748
ORAN,soft_wheat,0,2724,Summer,2718,458439
ORAN,soft_wheat,0,2724,Fall,5223,315604
ElBayadh,soft_wheat,8000,820,Winter,3505,269178
ElBayadh,soft_wheat,0,820,Spring,5999,856985
ElBayadh,soft_wheat,0,820,Summer,3416,450610
ElBayadh,soft_wheat,0,820,Fall,3973,675194
ILLIZI,soft_wheat,680,24,Winter,3319,732656
ILLIZI,soft_wheat,0,24,Spring,4077,8963
ILLIZI,soft_wheat,0,24,Summer,5700,401833
ILLIZI,soft_wheat,0,24,Fall,4279,229064
BordjBouArreridj,soft_wheat,86840,6183,Winter,5701,206688
BordjBouArreridj,soft_wheat,0,6183,Spring,3367,118867
BordjBouArreridj,soft_wheat,0,6183,Summer,5949,645270
BordjBouArreridj,soft_wheat,0,6183,Fall,3647,609677
BOUMERDES,soft_wheat,16528,653,Winter,2020,924400
BOUMERDES,soft_wheat,0,653,Spring,2218,286250
BOUMERDES,soft_wheat,0,653,Summer,4442,829598
BOUMERDES,soft_wheat,0,653,Fall,3189,102111
ElTarf,soft_wheat,18000,1000,Winter,5428,993610
ElTarf,soft_wheat,0,1000,Spring,4415,855009
ElTarf,soft_wheat,0,1000,Summer,2291,907983
ElTarf,soft_wheat,0,1000,Fall,5332,147515
TISSEMSILT,soft_wheat,86604,4500,Winter,2013,575125
TISSEMSILT,soft_wheat,0,4500,Spring,2410,914019
TISSEMSILT,soft_wheat,0,4500,Summer,5163,360304
TISSEMSILT,soft_wheat,0,4500,Fall,3034,262510
AinDefla,soft_wheat,54000,1753,Winter,4761,4035
AinDefla,soft_wheat,0,1753,Spring,2010,983956
AinDefla,soft_wheat,0,1753,Summer,1148,22767
AinDefla,soft_wheat,0,1753,Fall,1541,627545
NAAMA,soft_wheat,265,22,Winter,1399,580553
NAAMA,soft_wheat,0,22,Spring,5569,492717
NAAMA,soft_wheat,0,22,Summer,3283,421649
NAAMA,soft_wheat,0,22,Fall,4055,987022
AinTemouchent,soft_wheat,288000,14050,Winter,4480,467246
AinTemouchent,soft_wheat,0,14050,Spring,2300,480555
AinTemouchent,soft_wheat,0,14050,Summer,3800,443810
AinTemouchent,soft_wheat,0,14050,Fall,2661,754412
GHARDAIA,soft_wheat,0,0,Winter,1537,496409
GHARDAIA,soft_wheat,0,0,Spring,2075,49068
GHARDAIA,soft_wheat,0,0,Summer,5047,271059
GHARDAIA,soft_wheat,0,0,Fall,1401,834931
RELIZANE,soft_wheat,379266,22923,Winter,2645,120271
RELIZANE,soft_wheat,0,22923,Spring,3965,339114
RELIZANE,soft_wheat,0,22923,Summer,2859,118387
RELIZANE,soft_wheat,0,22923,Fall,5522,713019
ADRAR,Barley,5756,240,Winter,3729,760067
ADRAR,Barley,0,240,Spring,1867,456506
ADRAR,Barley,0,240,Summer,2340,607685
ADRAR,Barley,0,240,Fall,3524,212255
CHLEF,Barley,31470,2330,Winter,3774,26855
CHLEF,Barley,0,2330,Spring,2610,668384
CHLEF,Barley,0,2330,Summer,4826,482539
CHLEF,Barley,0,2330,Fall,5485,636367
LAGHOUAT,Barley,3870,268,Winter,1653,155163
LAGHOUAT,Barley,0,268,Spring,2457,947857
LAGHOUAT,Barley,0,268,Summer,3267,128933
LAGHOUAT,Barley,0,268,Fall,2593,263039
OumElBouaghi,Barley,25500,1700,Winter,4199,25965
OumElBouaghi,Barley,0,1700,Spring,3406,787402
OumElBouaghi,Barley,0,1700,Summer,4127,736462
OumElBouaghi,Barley,0,1700,Fall,4835,250540
BATNA,Barley,63594,3785,Winter,4817,840757
BATNA,Barley,0,3785,Spring,2731,234038
BATNA,Barley,0,3785,Summer,2995,984538
BATNA,Barley,0,3785,Fall,4276,823335
BEJAIA,Barley,770,97,Winter,3149,482988
BEJAIA,Barley,0,97,Spring,5769,259108
BEJAIA,Barley,0,97,Summer,3287,103146
BEJAIA,Barley,0,97,Fall,3556,484950
BISKRA,Barley,2200,110,Winter,1098,232070
BISKRA,Barley,0,110,Spring,1790,830326
BISKRA,Barley,0,110,Summer,4169,552984
BISKRA,Barley,0,110,Fall,4147,970416
BECHAR,Barley,750,50,Winter,1655,147553
BECHAR,Barley,0,50,Spring,2950,895271
BECHAR,Barley,0,50,Summer,1611,961816
BECHAR,Barley,0,50,Fall,2678,905212
BLIDA,Barley,460,22,Winter,1570,918113
BLIDA,Barley,0,22,Spring,1544,609638
BLIDA,Barley,0,22,Summer,1775,242143
BLIDA,Barley,0,22,Fall,3637,893368
BOUIRA,Barley,30795,1582,Winter,3818,263629
BOUIRA,Barley,0,1582,Spring,4469,754178
BOUIRA,Barley,0,1582,Summer,3540,753471
BOUIRA,Barley,0,1582,Fall,5233,850590
TAMANRASSET,Barley,480,30,Winter,3433,447020
TAMANRASSET,Barley,0,30,Spring,2287,505860
TAMANRASSET,Barley,0,30,Summer,1802,911983
TAMANRASSET,Barley,0,30,Fall,3316,619961
TEBESSA,Barley,0,0,Winter,5687,305720
TEBESSA,Barley,0,0,Spring,5854,616295
TEBESSA,Barley,0,0,Summer,2626,74010
TEBESSA,Barley,0,0,Fall,4982,992320
TLEMCEN,Barley,70000,5000,Winter,3605,550876
TLEMCEN,Barley,0,5000,Spring,3853,728852
TLEMCEN,Barley,0,5000,Summer,2096,324280
TLEMCEN,Barley,0,5000,Fall,3518,319933
TIARET,Barley,129184,10000,Winter,3450,962436
TIARET,Barley,0,10000,Spring,4932,146237
TIARET,Barley,0,10000,Summer,3038,400390
TIARET,Barley,0,10000,Fall,4010,967328
TiziOuzou,Barley,1014,95,Winter,3585,528293
TiziOuzou,Barley,0,95,Spring,1360,39991
TiziOuzou,Barley,0,95,Summer,1571,321736
TiziOuzou,Barley,0,95,Fall,1589,447611
ALGIERS,Barley,0,0,Winter,2719,369497
ALGIERS,Barley,0,0,Spring,3912,525924
ALGIERS,Barley,0,0,Summer,1711,379750
ALGIERS,Barley,0,0,Fall,4420,734347
DJELFA,Barley,10400,452,Winter,1680,232841
DJELFA,Barley,0,452,Spring,2615,920893
DJELFA,Barley,0,452,Summer,4047,172992
DJELFA,Barley,0,452,Fall,1119,480167
JIJEL,Barley,0,0,Winter,4210,908031
JIJEL,Barley,0,0,Spring,4534,715954
JIJEL,Barley,0,0,Summer,4574,783737
JIJEL,Barley,0,0,Fall,4717,634874
SETIF,Barley,109128,6826,Winter,4367,30059
SETIF,Barley,0,6826,Spring,3502,782030
SETIF,Barley,0,6826,Summer,3170,164224
SETIF,Barley,0,6826,Fall,3393,54231
SAIDA,Barley,77337,5143,Winter,4592,490413
SAIDA,Barley,0,5143,Spring,3057,760278
SAIDA,Barley,0,5143,Summer,3995,534326
SAIDA,Barley,0,5143,Fall,2894,225211
SKIKDA,Barley,8220,822,Winter,4937,104870
SKIKDA,Barley,0,822,Spring,1779,916050
SKIKDA,Barley,0,822,Summer,4669,235144
SKIKDA,Barley,0,822,Fall,5623,824664
SidiBelAbbes,Barley,81094,7283,Winter,1330,953147
SidiBelAbbes,Barley,0,7283,Spring,1434,642531
SidiBelAbbes,Barley,0,7283,Summer,5649,744661
SidiBelAbbes,Barley,0,7283,Fall,5277,365568
ANNABA,Barley,4150,114,Winter,5207,239837
ANNABA,Barley,0,114,Spring,3214,304819
ANNABA,Barley,0,114,Summer,3245,800560
ANNABA,Barley,0,114,Fall,1627,33795
GUELMA,Barley,3850,171,Winter,5862,167207
GUELMA,Barley,0,171,Spring,5555,28729
GUELMA,Barley,0,171,Summer,1629,947403
GUELMA,Barley,0,171,Fall,5621,549557
CONSTANTINE,Barley,40804,1112,Winter,2439,921520
CONSTANTINE,Barley,0,1112,Spring,1946,512349
CONSTANTINE,Barley,0,1112,Summer,3199,319626
CONSTANTINE,Barley,0,1112,Fall,2135,748667
MEDEA,Barley,47446,3203,Winter,3076,944661
MEDEA,Barley,0,3203,Spring,3652,447204
MEDEA,Barley,0,3203,Summer,5552,193836
MEDEA,Barley,0,3203,Fall,5604,701150
MOSTAGANEM,Barley,34836,2005,Winter,5615,705151
MOSTAGANEM,Barley,0,2005,Spring,4319,845091
MOSTAGANEM,Barley,0,2005,Summer,4572,440734
MOSTAGANEM,Barley,0,2005,Fall,5475,566148
Msila,Barley,9970,1010,Winter,4850,64421
Msila,Barley,0,1010,Spring,2673,521103
Msila,Barley,0,1010,Summer,4476,239419
Msila,Barley,0,1010,Fall,1730,965729
MASCARA,Barley,111900,8000,Winter,1668,472259
MASCARA,Barley,0,8000,Spring,1420,550009
MASCARA,Barley,0,8000,Summer,3681,402134
MASCARA,Barley,0,8000,Fall,4626,207480
OUARGLA,Barley,0,33,Winter,1291,943853
OUARGLA,Barley,0,33,Spring,4247,877645
OUARGLA,Barley,0,33,Summer,3377,643790
OUARGLA,Barley,0,33,Fall,2745,582648
ORAN,Barley,24950,1230,Winter,5929,489897
ORAN,Barley,0,1230,Spring,1374,585656
ORAN,Barley,0,1230,Summer,1885,427661
ORAN,Barley,0,1230,Fall,3921,276845
ElBayadh,Barley,2800,292,Winter,2184,903951
ElBayadh,Barley,0,292,Spring,5500,220024
ElBayadh,Barley,0,292,Summer,3707,557536
ElBayadh,Barley,0,292,Fall,4243,741310
ILLIZI,Barley,27,1,Winter,5385,722548
ILLIZI,Barley,0,1,Spring,5295,69881
ILLIZI,Barley,0,1,Summer,4256,137497
ILLIZI,Barley,0,1,Fall,4071,83654
BordjBouArreridj,Barley,8690,620,Winter,2294,248169
BordjBouArreridj,Barley,0,620,Spring,4025,679132
BordjBouArreridj,Barley,0,620,Summer,5623,378771
BordjBouArreridj,Barley,0,620,Fall,1816,967932
BOUMERDES,Barley,1805,172,Winter,3968,967448
BOUMERDES,Barley,0,172,Spring,3676,147477
BOUMERDES,Barley,0,172,Summer,5739,798296
BOUMERDES,Barley,0,172,Fall,5383,285165
ElTarf,Barley,0,0,Winter,4609,769861
ElTarf,Barley,0,0,Spring,4347,49849
ElTarf,Barley,0,0,Summer,2133,681889
ElTarf,Barley,0,0,Fall,1924,838211
TINDOUF,Barley,0,0,Winter,3048,295123
TINDOUF,Barley,0,0,Spring,1903,580054
TINDOUF,Barley,0,0,Summer,1787,192864
TINDOUF,Barley,0,0,Fall,1685,338224
TISSEMSILT,Barley,18246,1360,Winter,2882,273005
TISSEMSILT,Barley,0,1360,Spring,5132,509988
TISSEMSILT,Barley,0,1360,Summer,4839,884714
TISSEMSILT,Barley,0,1360,Fall,3036,415046
ElOued,Barley,0,0,Winter,5864,159087
ElOued,Barley,0,0,Spring,2170,452728
ElOued,Barley,0,0,Summer,2028,853470
