Wilaya,Product,Production(qx),SizeofLandUsed(ha),Season,Price(da/qx),Consumption
BECHAR,Legumes,1077,1077,Winter,4365,824921
BECHAR,Legumes,1077,1077,Fall,4492,35184
BECHAR,Legumes,1077,1077,Summer,4138,922671
BECHAR,Legumes,1077,1077,Spring,5315,120234
BECHAR,Forage,1077,1077,Winter,3070,25563
BECHAR,Forage,1077,1077,Fall,5328,237553
BECHAR,Forage,1077,1077,Summer,4978,69941
BECHAR,Forage,1077,1077,Spring,2301,329452
BLIDA,Cereals,8102,8102,Winter,1548,64570
BLIDA,Cereals,8102,8102,Fall,1323,976830
BLIDA,Cereals,0,0,Summer,4979,348452
BLIDA,Cereals,0,0,Spring,5721,626709
BLIDA,Legumes,1080,1080,Winter,2907,113638
BLIDA,Legumes,1080,1080,Fall,4746,727613
BLIDA,Legumes,1080,1080,Summer,4200,286076
BLIDA,Legumes,1080,1080,Spring,1585,821432
BLIDA,Forage,1080,1080,Winter,3144,562417
BLIDA,Forage,1080,1080,Fall,3464,569397
BLIDA,Forage,1080,1080,Summer,4092,283893
BLIDA,Forage,1080,1080,Spring,5243,528916
BOUIRA,Cereals,69696,69696,Winter,2335,441737
BOUIRA,Cereals,69696,69696,Fall,4507,442349
BOUIRA,Cereals,0,0,Summer,4742,56239
BOUIRA,Cereals,0,0,Spring,2825,583898
BOUIRA,Legumes,1288,1288,Winter,3265,52865
BOUIRA,Legumes,1288,1288,Fall,5795,27140
BOUIRA,Legumes,1288,1288,Summer,1570,756703
BOUIRA,Legumes,1288,1288,Spring,2627,250725
BOUIRA,Forage,7817,7817,Winter,1838,904323
BOUIRA,Forage,7817,7817,Fall,3104,660226
BOUIRA,Forage,7817,7817,Summer,2640,234297
BOUIRA,Forage,7817,7817,Spring,4476,794099
TAMANRASSET,Cereals,745,745,Winter,5932,770481
TAMANRASSET,Cereals,745,745,Fall,3346,249943
TAMANRASSET,Cereals,0,0,Summer,5816,711325
TAMANRASSET,Cereals,0,0,Spring,2156,369355
TAMANRASSET,Legumes,644,644,Winter,1317,853756
TAMANRASSET,Legumes,644,644,Fall,4802,908641
TAMANRASSET,Legumes,644,644,Summer,1172,436241
TAMANRASSET,Legumes,644,644,Spring,1097,114705
TAMANRASSET,Forage,644,644,Winter,1666,611602
TAMANRASSET,Forage,644,644,Fall,5074,976309
TAMANRASSET,Forage,644,644,Summer,3814,538814
TAMANRASSET,Forage,644,644,Spring,3140,149068
TEBESSA,Cereals,130000,130000,Winter,4685,165803
TEBESSA,Cereals,130000,130000,Fall,4104,252039
TEBESSA,Cereals,0,0,Summer,4471,113028
TEBESSA,Cereals,0,0,Spring,4640,692636
TEBESSA,Legumes,100,100,Winter,2574,823495
TEBESSA,Legumes,100,100,Fall,5772,609284
TEBESSA,Legumes,100,100,Summer,1350,101894
TEBESSA,Legumes,100,100,Spring,5133,145902
TEBESSA,Forage,62841,62841,Winter,5465,811684
TEBESSA,Forage,62841,62841,Fall,1285,121227
TEBESSA,Forage,62841,62841,Summer,3497,860024
TEBESSA,Forage,62841,62841,Spring,5332,273029
TLEMCEN,Cereals,174900,174900,Winter,2267,958040
TLEMCEN,Cereals,174900,174900,Fall,3943,161508
TLEMCEN,Cereals,0,0,Summer,4523,786951
TLEMCEN,Cereals,0,0,Spring,5694,602583
TLEMCEN,Legumes,18160,18160,Winter,3308,246909
TLEMCEN,Legumes,18160,18160,Fall,2592,359122
TLEMCEN,Legumes,18160,18160,Summer,1996,702962
TLEMCEN,Legumes,18160,18160,Spring,4066,155811
TLEMCEN,Forage,22220,22220,Winter,3357,818064
TLEMCEN,Forage,22220,22220,Fall,4785,661476
TLEMCEN,Forage,22220,22220,Summer,4317,107717
TLEMCEN,Forage,22220,22220,Spring,3071,438020
TIARET,Cereals,364270,364270,Winter,5267,758996
TIARET,Cereals,364270,364270,Fall,1391,919054
TIARET,Cereals,0,0,Summer,2982,964846
TIARET,Cereals,0,0,Spring,4683,805356
TIARET,Legumes,9072,9072,Winter,4573,232019
TIARET,Legumes,9072,9072,Fall,2215,594892
TIARET,Legumes,9072,9072,Summer,5613,580581
TIARET,Legumes,9072,9072,Spring,2068,833309
TIARET,Forage,32348,32348,Winter,4001,467184
TIARET,Forage,32348,32348,Fall,4934,737716
TIARET,Forage,32348,32348,Summer,3544,823259
TIARET,Forage,32348,32348,Spring,1072,918602
TiziOuzou,Cereals,7029,7029,Winter,1724,964696
TiziOuzou,Cereals,7029,7029,Fall,4140,831009
TiziOuzou,Cereals,0,0,Summer,3640,351858
TiziOuzou,Cereals,0,0,Spring,4672,456161
TiziOuzou,Legumes,763,763,Winter,2326,905668
TiziOuzou,Legumes,763,763,Fall,1213,933781
TiziOuzou,Legumes,763,763,Summer,1649,581113
TiziOuzou,Legumes,763,763,Spring,5278,962327
TiziOuzou,Forage,12599,12599,Winter,3190,924876
TiziOuzou,Forage,12599,12599,Fall,4241,330960
TiziOuzou,Forage,12599,12599,Summer,5542,718031
TiziOuzou,Forage,12599,12599,Spring,5547,943707
ALGIERS,Cereals,1693,1693,Winter,2855,666795
ALGIERS,Cereals,1693,1693,Fall,4169,706428
ALGIERS,Cereals,0,0,Summer,4208,928292
ALGIERS,Cereals,0,0,Spring,5204,694696
ALGIERS,Legumes,26,26,Winter,2388,481030
ALGIERS,Legumes,26,26,Fall,5321,477791
ALGIERS,Legumes,26,26,Summer,3264,885584
ALGIERS,Legumes,26,26,Spring,2193,823830
ALGIERS,Forage,1822,1822,Winter,5427,892101
ALGIERS,Forage,1822,1822,Fall,4657,616193
ALGIERS,Forage,1822,1822,Summer,2728,676318
ALGIERS,Forage,1822,1822,Spring,4427,449669
DJELFA,Cereals,78905,78905,Winter,2123,244321
DJELFA,Cereals,78905,78905,Fall,2764,108729
DJELFA,Cereals,0,0,Summer,2157,758729
DJELFA,Cereals,0,0,Spring,5955,618759
DJELFA,Forage,26655,26655,Winter,1714,229152
DJELFA,Forage,26655,26655,Fall,5730,800717
DJELFA,Forage,26655,26655,Summer,2211,666097
DJELFA,Forage,26655,26655,Spring,2889,297334
DJELFA,Legumes,26655,26655,Winter,2619,176915
DJELFA,Legumes,26655,26655,Fall,3461,542132
DJELFA,Legumes,26655,26655,Summer,4101,945034
DJELFA,Legumes,26655,26655,Spring,5944,645441
JIJEL,Cereals,1486,1486,Winter,4080,794734
JIJEL,Cereals,1486,1486,Fall,4763,837573
JIJEL,Cereals,108,108,Summer,1000,938443
JIJEL,Cereals,108,108,Spring,2591,669931
JIJEL,Legumes,458,458,Winter,4359,950225
JIJEL,Legumes,458,458,Fall,1259,568440
JIJEL,Legumes,458,458,Summer,5367,54260
JIJEL,Legumes,458,458,Spring,4076,440187
JIJEL,Forage,677,677,Winter,1981,38111
JIJEL,Forage,677,677,Fall,4351,634289
JIJEL,Forage,677,677,Summer,1594,796582
JIJEL,Forage,677,677,Spring,1902,411087
SETIF,Cereals,198170,198170,Winter,1152,974963
SETIF,Cereals,198170,198170,Fall,5411,604939
SETIF,Cereals,0,0,Summer,2286,70848
SETIF,Cereals,0,0,Spring,2698,718846
SETIF,Legumes,1200,1200,Winter,4114,116328
SETIF,Legumes,1200,1200,Fall,4258,993674
SETIF,Legumes,1200,1200,Summer,1405,627170
SETIF,Legumes,1200,1200,Spring,5488,501517
SETIF,Forage,22602,22602,Winter,5349,455446
SETIF,Forage,22602,22602,Fall,3365,86357
SETIF,Forage,22602,22602,Summer,3859,921741
SETIF,Forage,22602,22602,Spring,4351,449912
SAIDA,Cereals,131975,131975,Winter,2393,637916
SAIDA,Cereals,131975,131975,Fall,4208,5910
SAIDA,Cereals,0,0,Summer,2707,784319
SAIDA,Cereals,0,0,Spring,1665,496083
SAIDA,Forage,580,580,Winter,5978,571118
SAIDA,Forage,580,580,Fall,1361,934506
SAIDA,Forage,580,580,Summer,3700,692521
SAIDA,Forage,580,580,Spring,2645,968536
SKIKDA,Cereals,35553,35553,Winter,2778,712617
SKIKDA,Cereals,35553,35553,Fall,2757,304689
SKIKDA,Cereals,113,113,Summer,5458,600961
SKIKDA,Cereals,113,113,Spring,3280,224251
SKIKDA,Legumes,6997,6997,Winter,3186,110324
SKIKDA,Legumes,6997,6997,Fall,1105,762916
SKIKDA,Legumes,6997,6997,Summer,3913,942576
SKIKDA,Legumes,6997,6997,Spring,5552,157902
SKIKDA,Forage,9088,9088,Winter,3502,16400
SKIKDA,Forage,9088,9088,Fall,2868,253160
SKIKDA,Forage,9088,9088,Summer,5964,240733
SKIKDA,Forage,9088,9088,Spring,2641,246018
SidiBelAbbes,Cereals,178170,178170,Winter,5861,630936
SidiBelAbbes,Cereals,178170,178170,Fall,1848,149563
SidiBelAbbes,Cereals,0,0,Summer,4501,479778
SidiBelAbbes,Cereals,0,0,Spring,2988,35114
SidiBelAbbes,Legumes,2734,2734,Winter,3281,58399
SidiBelAbbes,Legumes,2734,2734,Fall,5013,847227
SidiBelAbbes,Legumes,2734,2734,Summer,2427,71295
SidiBelAbbes,Legumes,2734,2734,Spring,2607,13553
SidiBelAbbes,Forage,18890,18890,Winter,4152,312284
SidiBelAbbes,Forage,18890,18890,Fall,2393,946311
SidiBelAbbes,Forage,18890,18890,Summer,4390,477672
SidiBelAbbes,Forage,18890,18890,Spring,2330,259560
ANNABA,Cereals,16589,16589,Winter,2518,218934
ANNABA,Cereals,16589,16589,Fall,5386,553991
ANNABA,Cereals,0,0,Summer,1159,584425
ANNABA,Cereals,0,0,Spring,3623,757278
ANNABA,Legumes,1986,1986,Winter,1660,983606
ANNABA,Legumes,1986,1986,Fall,1802,337448
ANNABA,Legumes,1986,1986,Summer,3777,397500
ANNABA,Legumes,1986,1986,Spring,4149,751784
ANNABA,Forage,1167,1167,Winter,1367,736092
ANNABA,Forage,1167,1167,Fall,2907,433336
ANNABA,Forage,1167,1167,Summer,4685,179252
ANNABA,Forage,1167,1167,Spring,4663,79423
GUELMA,Cereals,90490,90490,Winter,4670,89525
GUELMA,Cereals,90490,90490,Fall,5281,249532
GUELMA,Cereals,0,0,Summer,3954,808157
GUELMA,Cereals,0,0,Spring,3406,625846
GUELMA,Forage,6791,6791,Winter,2524,426386
GUELMA,Forage,6791,6791,Fall,2663,244226
GUELMA,Forage,6791,6791,Summer,1211,853145
GUELMA,Forage,6791,6791,Spring,4406,38939
CONSTANTINE,Cereals,90655,90655,Winter,2699,210556
CONSTANTINE,Cereals,90655,90655,Fall,1451,523585
CONSTANTINE,Cereals,0,0,Summer,3356,828506
CONSTANTINE,Cereals,0,0,Spring,2774,868844
CONSTANTINE,Forage,7201,7201,Winter,3733,176830
CONSTANTINE,Forage,7201,7201,Fall,4302,412018
CONSTANTINE,Forage,7201,7201,Summer,3090,975457
CONSTANTINE,Forage,7201,7201,Spring,1751,972040
MEDREA,Cereals,124234,124234,Winter,2613,212412
MEDREA,Cereals,124234,124234,Fall,2356,707421
MEDREA,Cereals,0,0,Summer,2240,645592
MEDREA,Cereals,0,0,Spring,1639,345717
MEDREA,Forage,2576,2576,Winter,4263,643473
MEDREA,Forage,2576,2576,Fall,3742,40712
MEDREA,Forage,2576,2576,Summer,2092,189718
MEDREA,Forage,2576,2576,Spring,5074,764798
MOSTAGANEM,Cereals,40851,40851,Winter,5608,878085
MOSTAGANEM,Cereals,40851,40851,Fall,3243,266083
MOSTAGANEM,Cereals,0,0,Summer,5558,795250
MOSTAGANEM,Cereals,0,0,Spring,4735,73330
MOSTAGANEM,Forage,3586,3586,Winter,2599,487233
MOSTAGANEM,Forage,3586,3586,Fall,5667,492830
MOSTAGANEM,Forage,3586,3586,Summer,1416,518529
MOSTAGANEM,Forage,3586,3586,Spring,1019,821740
MOSTAGANEM,Legumes,21369,21369,Winter,2935,706087
MOSTAGANEM,Legumes,21369,21369,Fall,3511,657749
MOSTAGANEM,Legumes,21369,21369,Summer,1813,306435
MOSTAGANEM,Legumes,21369,21369,Spring,1146,292470
Msila,Cereals,52785,52785,Winter,4517,811521
Msila,Cereals,52785,52785,Fall,5205,342949
Msila,Cereals,0,0,Summer,4307,415502
Msila,Cereals,0,0,Spring,5269,313176
Msila,Forage,40600,40600,Winter,3407,809187
Msila,Forage,40600,40600,Fall,2138,741343
Msila,Forage,40600,40600,Summer,3579,853807
Msila,Forage,40600,40600,Spring,2990,806899
MASCARA,Cereals,102584,102584,Winter,2326,23716
MASCARA,Cereals,102584,102584,Fall,4653,226821
MASCARA,Cereals,0,0,Summer,5573,405563
MASCARA,Cereals,0,0,Spring,5911,182560
MASCARA,Forage,5678,5678,Winter,3117,866513
MASCARA,Forage,5678,5678,Fall,5291,745136
MASCARA,Forage,5678,5678,Summer,3114,445311
MASCARA,Forage,5678,5678,Spring,3726,968594
OUARGLA,Cereals,2883,2883,Winter,1089,514768
OUARGLA,Cereals,2883,2883,Fall,5088,735897
OUARGLA,Cereals,0,0,Summer,5646,423509
OUARGLA,Cereals,0,0,Spring,4661,707251
OUARGLA,Forage,2527,2527,Winter,2424,507210
OUARGLA,Forage,2527,2527,Fall,5385,25159
OUARGLA,Forage,2527,2527,Summer,5556,836780
OUARGLA,Forage,2527,2527,Spring,3473,259161
ORAN,Cereals,46151,46151,Winter,1120,725625
ORAN,Cereals,46151,46151,Fall,4401,912110
ORAN,Cereals,0,0,Summer,4900,175907
ORAN,Cereals,0,0,Spring,1997,954904
ORAN,Forage,225,225,Winter,2009,397354
ORAN,Forage,225,225,Fall,4935,259646
ORAN,Forage,225,225,Summer,3658,42183
ORAN,Forage,225,225,Spring,1852,790416
ORAN,Legumes,14038,14038,Winter,3510,588522
ORAN,Legumes,14038,14038,Fall,4030,646654
ORAN,Legumes,14038,14038,Summer,4829,403388
ORAN,Legumes,14038,14038,Spring,5886,69905
ElBayadh,Cereals,11426,11426,Winter,4140,612441
ElBayadh,Cereals,11426,11426,Fall,5151,5870
ElBayadh,Cereals,12,12,Summer,5671,672349
ElBayadh,Cereals,12,12,Spring,5186,541735
ElBayadh,Forage,7091,7091,Winter,4408,201271
ElBayadh,Forage,7091,7091,Fall,1586,770695
ElBayadh,Forage,7091,7091,Summer,5171,876312
ElBayadh,Forage,7091,7091,Spring,1139,129971
ILLIZI,Cereals,51,51,Winter,5885,968976
ILLIZI,Cereals,51,51,Fall,2506,407669
ILLIZI,Cereals,0,0,Summer,3089,335639
ILLIZI,Cereals,0,0,Spring,1199,576684
ILLIZI,Forage,226,226,Winter,1513,785372
ILLIZI,Forage,226,226,Fall,5148,281392
ILLIZI,Forage,226,226,Summer,1470,611341
ILLIZI,Forage,226,226,Spring,3064,196224
BordjBouArreridj,Cereals,80000,80000,Winter,3394,812372
BordjBouArreridj,Cereals,80000,80000,Fall,5088,549877
BordjBouArreridj,Cereals,0,0,Summer,5234,332386
BordjBouArreridj,Cereals,0,0,Spring,3745,132000
BordjBouArreridj,Forage,243,243,Winter,1180,211839
BordjBouArreridj,Forage,243,243,Fall,5035,534356
BordjBouArreridj,Forage,243,243,Summer,3434,345459
BordjBouArreridj,Forage,243,243,Spring,5234,77771
BOUMERDES,Cereals,4072,4072,Winter,5673,373133
BOUMERDES,Cereals,4072,4072,Fall,3736,498175
BOUMERDES,Cereals,0,0,Summer,1326,769074
BOUMERDES,Cereals,0,0,Spring,2348,397600
BOUMERDES,Forage,531,531,Winter,4207,988370
BOUMERDES,Forage,531,531,Fall,1996,967485
BOUMERDES,Forage,531,531,Summer,1060,166863
BOUMERDES,Forage,531,531,Spring,1694,203063
ElTarf,Cereals,23860,23860,Winter,1771,130185
ElTarf,Cereals,23860,23860,Fall,1472,432473
ElTarf,Cereals,0,0,Summer,3539,485486
ElTarf,Cereals,0,0,Spring,2432,156972
ElTarf,Forage,2572,2572,Winter,2302,658154
ElTarf,Forage,2572,2572,Fall,2700,505224
ElTarf,Forage,2572,2572,Summer,1169,227512
ElTarf,Forage,2572,2572,Spring,2971,447080
TINDOUF,Cereals,0,0,Winter,4028,944330
TINDOUF,Cereals,0,0,Fall,3964,761145
TINDOUF,Cereals,0,0,Summer,2505,177888
TINDOUF,Cereals,0,0,Spring,3457,879840
TINDOUF,Forage,34,34,Winter,5576,235419
TINDOUF,Forage,34,34,Fall,1971,824648
TINDOUF,Forage,34,34,Summer,4638,962587
TINDOUF,Forage,34,34,Spring,4175,962131
TISSEMSILT,Cereals,81000,81000,Winter,1710,654462
TISSEMSILT,Cereals,81000,81000,Fall,5668,599100
TISSEMSILT,Cereals,0,0,Summer,3211,45729
TISSEMSILT,Cereals,0,0,Spring,1668,979904
TISSEMSILT,Forage,3029,3029,Winter,4404,631343
TISSEMSILT,Forage,3029,3029,Fall,3256,856643
TISSEMSILT,Forage,3029,3029,Summer,5490,447795
TISSEMSILT,Forage,3029,3029,Spring,2843,299652
TISSEMSILT,Legumes,5620,5620,Winter,5847,598104
TISSEMSILT,Legumes,5620,5620,Fall,5172,917211
TISSEMSILT,Legumes,5620,5620,Summer,4602,56657
TISSEMSILT,Legumes,5620,5620,Spring,2583,887741
ElOued,Cereals,10840,10840,Winter,5723,908183
ElOued,Cereals,10840,10840,Fall,3095,645895
ElOued,Cereals,0,0,Summer,5457,266298
ElOued,Cereals,0,0,Spring,2707,25374
ElOued,Forage,3710,3710,Winter,2429,465441
ElOued,Forage,3710,3710,Fall,3434,57879
ElOued,Forage,3710,3710,Summer,5440,991954
ElOued,Forage,3710,3710,Spring,2890,188777
KHENCHELA,Cereals,94468,94468,Winter,5266,139298
KHENCHELA,Cereals,94468,94468,Fall,3147,197373
KHENCHELA,Cereals,0,0,Summer,1876,984164
KHENCHELA,Cereals,0,0,Spring,2350,489159
KHENCHELA,Forage,28303,28303,Winter,2010,385298
KHENCHELA,Forage,28303,28303,Fall,2609,543171
KHENCHELA,Forage,28303,28303,Summer,3446,473781
KHENCHELA,Forage,28303,28303,Spring,4431,70650
SoukAhras,Cereals,153807,153807,Winter,3950,867494
SoukAhras,Cereals,153807,153807,Fall,5942,283829
SoukAhras,Cereals,0,0,Summer,4550,291340
SoukAhras,Cereals,0,0,Spring,2445,18231
SoukAhras,Forage,4624,4624,Winter,2334,316567
SoukAhras,Forage,4624,4624,Fall,1262,308296
SoukAhras,Forage,4624,4624,Summer,2667,593516
SoukAhras,Forage,4624,4624,Spring,4539,149421
SoukAhras,Legumes,12729,12729,Winter,5791,688888
SoukAhras,Legumes,12729,12729,Fall,5596,289718
SoukAhras,Legumes,12729,12729,Summer,2304,415446
SoukAhras,Legumes,12729,12729,Spring,5429,119820
TIPAZA,Cereals,13498,13498,Winter,1276,789177
TIPAZA,Cereals,13498,13498,Fall,1872,726113
TIPAZA,Cereals,0,0,Summer,3769,285411
TIPAZA,Cereals,0,0,Spring,2979,620411
TIPAZA,Forage,817,817,Winter,2247,333627
TIPAZA,Forage,817,817,Fall,4157,653532
TIPAZA,Forage,817,817,Summer,2045,245914
TIPAZA,Forage,817,817,Spring,1471,810025
TIPAZA,Legumes,7605,7605,Winter,1600,505547
TIPAZA,Legumes,7605,7605,Fall,3400,38443
TIPAZA,Legumes,7605,7605,Summer,2996,342429
TIPAZA,Legumes,7605,7605,Spring,2418,573363
MILA,Cereals,114856,114856,Winter,3515,954423
MILA,Cereals,114856,114856,Fall,1220,543592
MILA,Cereals,0,0,Summer,5166,877222
MILA,Cereals,0,0,Spring,1204,892820
MILA,Forage,5575,5575,Winter,4225,539768
MILA,Forage,5575,5575,Fall,3607,863345
MILA,Forage,5575,5575,Summer,5730,197994
MILA,Forage,5575,5575,Spring,2127,867522
MILA,Legumes,10323,10323,Winter,5336,390341
MILA,Legumes,10323,10323,Fall,4397,735910
MILA,Legumes,10323,10323,Summer,5055,382558
MILA,Legumes,10323,10323,Spring,5322,105483
AINDEFLA,Cereals,77625,77625,Winter,1629,116677
AINDEFLA,Cereals,77625,77625,Fall,4913,326297
AINDEFLA,Cereals,30,30,Summer,5667,338893
AINDEFLA,Cereals,30,30,Spring,4462,942733
AINDEFLA,Forage,4307,4307,Winter,1712,548937
AINDEFLA,Forage,4307,4307,Fall,5338,92084
AINDEFLA,Forage,4307,4307,Summer,2924,570656
AINDEFLA,Forage,4307,4307,Spring,3322,904417
AINDEFLA,Legumes,23198,23198,Winter,1520,871656
AINDEFLA,Legumes,23198,23198,Fall,5572,503820
AINDEFLA,Legumes,23198,23198,Summer,4477,716892
AINDEFLA,Legumes,23198,23198,Spring,4398,270607
NAAMA,Cereals,4795,4795,Winter,4624,146067
NAAMA,Cereals,4795,4795,Fall,1114,996766
NAAMA,Cereals,0,0,Summer,1899,430253
NAAMA,Cereals,0,0,Spring,4100,636379
NAAMA,Forage,3514,3514,Winter,4720,201239
NAAMA,Forage,3514,3514,Fall,2497,968136
NAAMA,Forage,3514,3514,Summer,4298,374491
NAAMA,Forage,3514,3514,Spring,5624,661723
AinTemouchent,Cereals,109942,109942,Winter,5751,255426
AinTemouchent,Cereals,109942,109942,Fall,5763,847314
AinTemouchent,Cereals,0,0,Summer,5989,637133
AinTemouchent,Cereals,0,0,Spring,4516,709497
AinTemouchent,Forage,10638,10638,Winter,5693,984379
AinTemouchent,Forage,10638,10638,Fall,1370,615523
AinTemouchent,Forage,10638,10638,Summer,3465,586649
AinTemouchent,Forage,10638,10638,Spring,3247,96551
AinTemouchent,Legumes,11808,11808,Winter,2632,602678
AinTemouchent,Legumes,11808,11808,Fall,4618,14302
AinTemouchent,Legumes,11808,11808,Summer,3690,377639
AinTemouchent,Legumes,11808,11808,Spring,1542,626159
GHARDAIA,Cereals,6914,6914,Winter,1830,755059
GHARDAIA,Cereals,6914,6914,Fall,4562,971649
GHARDAIA,Cereals,0,0,Summer,2387,586124
GHARDAIA,Cereals,0,0,Spring,3181,180899
GHARDAIA,Forage,0,0,Winter,3991,611254
GHARDAIA,Forage,0,0,Fall,3932,917402
GHARDAIA,Forage,0,0,Summer,1617,703419
GHARDAIA,Forage,0,0,Spring,2585,241165
GHARDAIA,Legumes,5800,5800,Winter,5730,849805
GHARDAIA,Legumes,5800,5800,Fall,1074,551623
GHARDAIA,Legumes,5800,5800,Summer,4093,283832
GHARDAIA,Legumes,5800,5800,Spring,4637,245310
RELIZANE,Cereals,147499,147499,Winter,5586,752922
RELIZANE,Cereals,147499,147499,Fall,4663,986546
RELIZANE,Cereals,34,34,Summer,1585,243883
RELIZANE,Cereals,34,34,Spring,5245,95546
RELIZANE,Forage,7417,7417,Winter,1623,324785
RELIZANE,Forage,7417,7417,Fall,5316,293975
RELIZANE,Forage,7417,7417,Summer,4073,159612
RELIZANE,Forage,7417,7417,Spring,4924,658371
RELIZANE,Legumes,18109,18109,Winter,1023,363465
RELIZANE,Legumes,18109,18109,Fall,1012,199799
RELIZANE,Legumes,18109,18109,Summer,2379,295846
RELIZANE,Legumes,18109,18109,Spring,3680,705310
ADRAR,Industrial_Crops,1878,1878,Winter,5806,41596
ADRAR,Industrial_Crops,1878,1878,Fall,3604,441823
ADRAR,Industrial_Crops,1878,1878,Summer,5242,366408
ADRAR,Industrial_Crops,1878,1878,Spring,3526,22189
ADRAR,Market_Gardening,5170,5170,Winter,5120,776593
ADRAR,Market_Gardening,5170,5170,Fall,2055,296529
ADRAR,Market_Gardening,5170,5170,Summer,2927,731754
ADRAR,Market_Gardening,5170,5170,Spring,5818,959724
ADRAR,Other_Crops,171,171,Winter,5903,567253
