Wilaya,Product,Production(qx),SizeofLandUsed(ha),Season,Price(da/qx),Consumption
Chlef,greencabbages,760071,5116,Fall,4456,217064
Chlef,greencabbages,237739,476920,Winter,3732,587701
Chlef,cauliflower,403034,363730,Spring,2995,888426
Chlef,cauliflower,827135,258963,Summer,5801,402746
Chlef,cauliflower,572762,756176,Fall,1439,767749
Chlef,cauliflower,490918,771575,Winter,2542,285466
Chlef,turnips,655336,544589,Spring,2214,490494
Chlef,turnips,234620,613008,Summer,2710,489627
Chlef,turnips,712959,622403,Fall,5226,128542
Chlef,turnips,269532,718342,Winter,3781,392227
Chlef,olives,523192,971666,Spring,4462,825984
Chlef,olives,262669,644972,Summer,5435,380961
Chlef,olives,868320,298983,Fall,3706,859815
Chlef,olives,372730,557418,Winter,2505,772431
Chlef,oranges,35971,233131,Spring,5526,674957
Chlef,oranges,109146,364803,Summer,1592,266328
Chlef,oranges,118455,461629,Fall,3287,530067
Chlef,oranges,957145,356574,Winter,2438,268994
Chlef,lemons,88366,432703,Spring,3278,408566
Chlef,lemons,353264,473332,Summer,2674,247976
Chlef,lemons,377852,98287,Fall,2084,527358
Chlef,lemons,551747,248647,Winter,2496,171220
Chlef,tangerines,941961,365478,Spring,1888,94308
Chlef,tangerines,934707,818814,Summer,2399,12967
Chlef,tangerines,418520,979179,Fall,3744,425889
Chlef,tangerines,485738,964058,Winter,4995,366300
Laghouat,Wheat,0,0,Spring,3825,408642
Laghouat,Wheat,0,0,Summer,4364,888755
Laghouat,Wheat,122625,3935,Fall,1884,847155
Laghouat,Wheat,122625,3935,Winter,3738,752758
Laghouat,Corn,0,0,Spring,1318,45861
Laghouat,Corn,0,0,Summer,2985,503920
Laghouat,Corn,0,0,Fall,4493,72286
Laghouat,Corn,0,0,Winter,4329,911215
Laghouat,Potatoes,0,0,Spring,5845,389533
Laghouat,Potatoes,525000,2100,Summer,1623,78443
Laghouat,Potatoes,561750,2247,Fall,3268,753827
Laghouat,Potatoes,0,0,Winter,5929,473160
Laghouat,Dates,4093,282,Spring,4962,575872
Laghouat,Dates,4093,282,Summer,1818,709200
Laghouat,Dates,4093,282,Fall,5063,955390
Laghouat,Dates,4093,282,Winter,3148,106230
Laghouat,Tomatoes,0,0,Spring,5527,716621
Laghouat,Tomatoes,158940,883,Summer,2778,880921
Laghouat,Tomatoes,0,0,Fall,1070,399193
Laghouat,Tomatoes,0,0,Winter,3935,543533
Laghouat,Greenpepper,0,0,Spring,5926,974816
Laghouat,Greenpepper,0,0,Summer,5605,832966
Laghouat,Greenpepper,0,0,Fall,4335,245202
Laghouat,Greenpepper,85530,524,Winter,4124,624232
Laghouat,Aubergines,0,0,Spring,2444,389335
Laghouat,Aubergines,0,0,Summer,2262,344777
Laghouat,Aubergines,0,0,Fall,2497,942712
Laghouat,Aubergines,237330,758,Winter,1765,883346
Laghouat,Peanuts,7616,885445,Spring,1333,829303
Laghouat,Peanuts,296719,867443,Summer,4954,962409
Laghouat,Peanuts,744245,475234,Fall,5438,696388
Laghouat,Peanuts,731042,250835,Winter,4505,833086
Laghouat,lentils,990642,286770,Spring,3422,228157
Laghouat,lentils,663726,813851,Summer,2413,683938
Laghouat,lentils,411858,395983,Fall,1604,870633
Laghouat,lentils,670339,693883,Winter,1026,709595
Laghouat,cheakpeas,74591,283490,Spring,2362,290945
Laghouat,cheakpeas,434832,311562,Summer,5578,642867
Laghouat,cheakpeas,728126,920556,Fall,2374,222040
Laghouat,cheakpeas,401043,185278,Winter,3035,125810
Laghouat,driedbeans,757432,908555,Spring,5733,202873
Laghouat,driedbeans,756424,808457,Summer,1275,388561
Laghouat,driedbeans,663832,253103,Fall,5769,190423
Laghouat,driedbeans,688976,576340,Winter,2326,765998
Laghouat,artichokes,72178,894965,Spring,5237,472206
Laghouat,artichokes,911398,732872,Summer,3810,945425
Laghouat,artichokes,540016,521850,Fall,4176,609162
Laghouat,artichokes,621270,705702,Winter,3260,986977
Laghouat,beans,302391,513377,Spring,3205,936271
Laghouat,beans,898451,163683,Summer,5836,954078
Laghouat,beans,718410,963698,Fall,5544,99318
Laghouat,beans,969134,233695,Winter,4320,946752
Laghouat,zucchini,825843,410957,Spring,2428,129802
Laghouat,zucchini,351789,739953,Summer,1457,844237
Laghouat,zucchini,526964,305533,Fall,3639,102026
Laghouat,zucchini,115176,168445,Winter,3558,674951
Laghouat,cucumbers,539686,989374,Spring,5131,669270
Laghouat,cucumbers,918253,541165,Summer,1310,172661
Laghouat,cucumbers,107478,424872,Fall,5597,974401
Laghouat,cucumbers,161734,127659,Winter,1367,318059
Laghouat,watermelons,356686,517706,Spring,4539,44661
Laghouat,watermelons,94538,176214,Summer,1252,968650
Laghouat,watermelons,170968,295587,Fall,3939,822981
Laghouat,watermelons,615056,778638,Winter,5475,646082
Laghouat,bananas,75157,613473,Spring,4066,221429
Laghouat,bananas,438677,862862,Summer,3395,175731
Laghouat,bananas,224965,425474,Fall,5646,781647
Laghouat,bananas,341562,831641,Winter,2001,791215
Laghouat,onions,518242,947375,Spring,4617,760027
Laghouat,onions,21998,848144,Summer,5434,48020
Laghouat,onions,696778,481515,Fall,2683,256433
Laghouat,onions,332109,421392,Winter,3187,103085
Laghouat,garlic,216360,24838,Spring,4897,733469
Laghouat,garlic,958257,122384,Summer,1612,671842
Laghouat,garlic,519777,562517,Fall,1567,250949
Laghouat,garlic,178314,706851,Winter,1665,952486
Laghouat,carrots,61444,681494,Spring,2880,587174
Laghouat,carrots,862592,15566,Summer,1213,613965
Laghouat,carrots,170725,628245,Fall,4188,265321
Laghouat,carrots,62528,42792,Winter,3197,293893
Laghouat,greencabbages,302958,495032,Spring,3795,226382
Laghouat,greencabbages,126219,928235,Summer,3159,69101
Laghouat,greencabbages,852245,922436,Fall,3114,416232
Laghouat,greencabbages,495660,131038,Winter,4433,801642
Laghouat,cauliflower,972754,655285,Spring,1101,38277
Laghouat,cauliflower,969743,145474,Summer,3163,778771
Laghouat,cauliflower,498839,838000,Fall,2047,366057
Laghouat,cauliflower,998081,149685,Winter,4558,441757
Laghouat,turnips,328457,966931,Spring,1896,261170
Laghouat,turnips,337891,409209,Summer,2892,423923
Laghouat,turnips,550185,563582,Fall,5905,367513
Laghouat,turnips,411844,972389,Winter,4657,404723
Laghouat,olives,185863,561276,Spring,2134,97849
Laghouat,olives,830078,686764,Summer,3770,153565
Laghouat,olives,986892,24526,Fall,5278,232099
Laghouat,olives,556968,243339,Winter,1252,434027
Laghouat,oranges,76982,584354,Spring,4853,236581
Laghouat,oranges,32584,357690,Summer,1347,409111
Laghouat,oranges,949041,84327,Fall,1617,312069
Laghouat,oranges,501641,250104,Winter,5761,714135
Laghouat,lemons,11337,598770,Spring,1310,992236
Laghouat,lemons,806256,866878,Summer,4708,224627
Laghouat,lemons,370376,709031,Fall,2605,649889
Laghouat,lemons,799920,253440,Winter,4514,649453
Laghouat,tangerines,247230,685682,Spring,5587,107948
Laghouat,tangerines,319597,743309,Summer,3940,740226
Laghouat,tangerines,452366,812650,Fall,1564,293321
Laghouat,tangerines,672269,170843,Winter,4630,60620
OumElBouaghi,Wheat,1699,34,Spring,2717,367433
OumElBouaghi,Wheat,1699,34,Summer,2568,754072
OumElBouaghi,Wheat,701374,60297,Fall,5687,400061
OumElBouaghi,Wheat,701374,60297,Winter,4212,552764
OumElBouaghi,Corn,1299,29,Spring,3890,563375
OumElBouaghi,Corn,1299,29,Summer,5740,753778
OumElBouaghi,Corn,1299,29,Fall,5074,164543
OumElBouaghi,Corn,1299,29,Winter,1310,69649
OumElBouaghi,Potatoes,0,0,Spring,4574,34468
OumElBouaghi,Potatoes,58470,254,Summer,4089,20551
OumElBouaghi,Potatoes,93940,479,Fall,3312,785414
OumElBouaghi,Potatoes,0,0,Winter,4600,934937
OumElBouaghi,Dates,0,0,Spring,2705,942395
OumElBouaghi,Dates,0,0,Summer,2465,77259
OumElBouaghi,Dates,0,0,Fall,5342,665054
OumElBouaghi,Dates,0,0,Winter,4963,8220
OumElBouaghi,Tomatoes,0,0,Spring,4209,694566
OumElBouaghi,Tomatoes,51032,260,Summer,2131,966167
OumElBouaghi,Tomatoes,0,0,Fall,4902,779989
OumElBouaghi,Tomatoes,28970,88,Winter,1035,928955
OumElBouaghi,Greenpepper,0,0,Spring,2227,431701
OumElBouaghi,Greenpepper,0,0,Summer,4587,582899
OumElBouaghi,Greenpepper,0,0,Fall,1708,697046
OumElBouaghi,Greenpepper,42525,270,Winter,3296,813865
OumElBouaghi,Aubergines,0,0,Spring,4364,302670
OumElBouaghi,Aubergines,0,0,Summer,4953,568255
OumElBouaghi,Aubergines,0,0,Fall,2839,20207
OumElBouaghi,Peanuts,267,364,Spring,5482,178917
OumElBouaghi,Peanuts,789,304,Summer,4165,323347
OumElBouaghi,Peanuts,820,739,Fall,2691,67399
OumElBouaghi,Peanuts,360,757,Winter,3498,149782
OumElBouaghi,lentils,536,826,Spring,3917,311595
OumElBouaghi,lentils,977,201,Summer,3823,979017
OumElBouaghi,lentils,462,368,Fall,2511,998617
OumElBouaghi,lentils,988,580,Winter,4441,111664
OumElBouaghi,cheakpeas,598,508,Spring,4891,791951
OumElBouaghi,cheakpeas,252,856,Summer,4795,371233
OumElBouaghi,cheakpeas,337,467,Fall,3497,346808
OumElBouaghi,cheakpeas,346,156,Winter,1881,869533
OumElBouaghi,driedbeans,919,646,Spring,2322,370657
OumElBouaghi,driedbeans,577,983,Summer,1606,631262
OumElBouaghi,driedbeans,883,721,Fall,4851,390793
OumElBouaghi,driedbeans,421,657,Winter,5615,974563
OumElBouaghi,artichokes,191,277,Spring,2790,952629
OumElBouaghi,artichokes,966,589,Summer,1657,529947
OumElBouaghi,artichokes,864,769,Fall,2169,710808
OumElBouaghi,artichokes,351,860,Winter,2413,623445
OumElBouaghi,beans,393,412,Spring,2475,7551
OumElBouaghi,beans,878,240,Summer,5200,694222
OumElBouaghi,beans,422,307,Fall,3818,278112
OumElBouaghi,beans,259,692,Winter,4519,199651
OumElBouaghi,zucchini,308,921,Spring,5653,326808
OumElBouaghi,zucchini,145,390,Summer,5023,611833
OumElBouaghi,zucchini,347,139,Fall,2820,925446
OumElBouaghi,zucchini,663,949,Winter,2182,152986
OumElBouaghi,cucumbers,199,248,Spring,2186,686641
OumElBouaghi,cucumbers,701,308,Summer,4585,650272
OumElBouaghi,cucumbers,246,892,Fall,5636,21851
OumElBouaghi,cucumbers,124,431,Winter,4747,636805
OumElBouaghi,watermelons,890,732,Spring,1893,635440
OumElBouaghi,watermelons,178,382,Summer,1465,647179
OumElBouaghi,watermelons,586,801,Fall,5351,227035
OumElBouaghi,watermelons,156,451,Winter,1749,666880
OumElBouaghi,bananas,375,441,Spring,1739,324582
OumElBouaghi,bananas,928,616,Summer,5033,238504
OumElBouaghi,bananas,823,654,Fall,3106,793695
OumElBouaghi,bananas,755,706,Winter,3866,691436
OumElBouaghi,onions,843,607,Spring,2567,27403
OumElBouaghi,onions,539,549,Summer,3195,982770
OumElBouaghi,onions,341,360,Fall,3017,997789
OumElBouaghi,onions,648,867,Winter,3293,370328
OumElBouaghi,garlic,843,265,Spring,5489,750011
OumElBouaghi,garlic,385,337,Summer,2918,513666
OumElBouaghi,garlic,263,407,Fall,2462,930688
OumElBouaghi,garlic,691,834,Winter,4347,48147
OumElBouaghi,carrots,829,249,Spring,4092,128375
OumElBouaghi,carrots,545,769,Summer,2975,404139
OumElBouaghi,carrots,318,165,Fall,1379,66274
OumElBouaghi,carrots,856,538,Winter,2642,877100
OumElBouaghi,greencabbages,932,637,Spring,2369,625197
OumElBouaghi,greencabbages,978,875,Summer,5031,165401
OumElBouaghi,greencabbages,188,790,Fall,1124,727304
OumElBouaghi,greencabbages,812,404,Winter,5183,796273
OumElBouaghi,cauliflower,427,624,Spring,4604,897135
OumElBouaghi,cauliflower,374,703,Summer,5758,815825
OumElBouaghi,cauliflower,594,564,Fall,5513,820803
OumElBouaghi,cauliflower,749,770,Winter,4126,604427
OumElBouaghi,turnips,932,219,Spring,2535,80943
OumElBouaghi,turnips,579,623,Summer,3125,756575
OumElBouaghi,turnips,714,355,Fall,3911,982583
OumElBouaghi,turnips,688,689,Winter,3753,180328
OumElBouaghi,olives,520,616,Spring,1741,666471
OumElBouaghi,olives,543,227,Summer,4403,266587
OumElBouaghi,olives,981,318,Fall,3635,581694
OumElBouaghi,olives,358,931,Winter,3405,495828
OumElBouaghi,oranges,462,918,Spring,3579,570285
OumElBouaghi,oranges,131,841,Summer,1704,792868
OumElBouaghi,oranges,548,233,Fall,1431,868207
OumElBouaghi,oranges,651,209,Winter,3742,445509
OumElBouaghi,lemons,451,349,Spring,5977,997632
OumElBouaghi,lemons,331,403,Summer,3080,352174
OumElBouaghi,lemons,648,546,Fall,1544,919059
OumElBouaghi,lemons,758,610,Winter,4726,671660
OumElBouaghi,tangerines,386,262,Spring,1046,694817
OumElBouaghi,tangerines,301,200,Summer,3266,781553
OumElBouaghi,tangerines,447,516,Fall,5722,933329
OumElBouaghi,tangerines,296,845,Winter,1135,504389
Batna,Wheat,0,0,Spring,4799,228837
Batna,Wheat,0,0,Summer,3227,283527
Batna,Wheat,593893,58964,Fall,3508,861523
Batna,Wheat,593893,58964,Winter,5257,853768
Batna,Corn,0,0,Spring,4186,6366
Batna,Corn,0,0,Summer,1497,691494
Batna,Corn,0,0,Fall,4368,313653
Batna,Corn,0,0,Winter,1636,394406
Batna,Potatoes,0,0,Spring,4343,844247
Batna,Potatoes,554880,1734,Summer,3180,153359
Batna,Potatoes,832635,2686,Fall,1496,184558
Batna,Potatoes,0,0,Winter,5446,662274
Batna,Dates,6143,208,Spring,4166,38977
Batna,Dates,6143,208,Summer,4175,473440
Batna,Dates,6143,208,Fall,5639,459942
Batna,Dates,6143,208,Winter,4007,750541
Batna,Tomatoes,0,0,Spring,1298,45357
Batna,Tomatoes,117300,511,Summer,3826,187567
Batna,Tomatoes,96,0.16,Fall,5916,221111
Batna,Tomatoes,35400,177,Winter,5567,132142
Batna,Greenpepper,6383,4.74,Spring,3196,75373
Batna,Greenpepper,0,0,Summer,3733,551092
Batna,Greenpepper,2828,2.14,Fall,3406,953810
Batna,Greenpepper,165248,1002,Winter,5174,765529
Batna,Aubergines,0,0,Spring,4175,150061
Batna,Aubergines,0,0,Summer,3904,16227
Batna,Aubergines,0,0,Fall,2219,886032
Batna,Aubergines,10000,50,Winter,4887,47192
Batna,Peanuts,383,177,Spring,4267,400523
Batna,Peanuts,678,749,Summer,4764,443268
Batna,Peanuts,190,63,Fall,1869,225908
Batna,Peanuts,995,483,Winter,4124,359661
Batna,lentils,510,353,Spring,4253,702095
Batna,lentils,893,832,Summer,4819,249119
Batna,lentils,791,868,Fall,4056,855048
Batna,lentils,515,107,Winter,1121,939360
Batna,cheakpeas,164,875,Spring,2464,47517
Batna,cheakpeas,128,792,Summer,3909,926804
Batna,cheakpeas,578,516,Fall,1345,243022
Batna,cheakpeas,552,662,Winter,2905,533449
Batna,driedbeans,48,218,Spring,2815,416966
Batna,driedbeans,765,481,Summer,1060,891465
Batna,driedbeans,403,567,Fall,4841,89749
Batna,driedbeans,355,951,Winter,4114,850825
Batna,artichokes,947,838,Spring,5066,288541
Batna,artichokes,595,972,Summer,3916,401252
Batna,artichokes,658,949,Fall,2657,481941
Batna,artichokes,383,169,Winter,4279,125986
Batna,beans,653,402,Spring,2475,344131
Batna,beans,50,755,Summer,3624,384666
Batna,beans,457,354,Fall,5899,150453
Batna,beans,492,245,Winter,3909,205851
Batna,zucchini,861,432,Spring,3879,376189
Batna,zucchini,446,938,Summer,4813,364072
Batna,zucchini,752,94,Fall,3882,754552
Batna,zucchini,804,40,Winter,1813,450507
Batna,cucumbers,810,213,Spring,1696,875062
Batna,cucumbers,835,614,Summer,5014,306697
Batna,cucumbers,638,63,Fall,5567,988493
Batna,cucumbers,564,161,Winter,4639,391324
Batna,watermelons,998,5,Spring,4526,287560
Batna,watermelons,408,603,Summer,1460,158429
Batna,watermelons,917,900,Fall,4472,701792
Batna,watermelons,576,8,Winter,4497,531537
Batna,bananas,595,504,Spring,2828,475319
Batna,bananas,836,793,Summer,5715,18870
Batna,bananas,60,133,Fall,4915,158722
Batna,bananas,634,172,Winter,1923,893142
Batna,onions,285,249,Spring,3621,476044
Batna,onions,328,381,Summer,2973,401833
Batna,onions,79,85,Fall,3040,22443
Batna,onions,668,181,Winter,4134,914488
Batna,garlic,126,152,Spring,5245,269135
Batna,garlic,753,440,Summer,3235,792189
Batna,garlic,438,569,Fall,1963,643051
Batna,garlic,228,159,Winter,2669,85648
Batna,carrots,703,612,Spring,1074,884459
Batna,carrots,571,323,Summer,5723,757197
Batna,carrots,79,963,Fall,1302,753062
Batna,carrots,304,934,Winter,5114,271929
Batna,greencabbages,251,749,Spring,1409,856765
Batna,greencabbages,963,640,Summer,1085,200357
Batna,greencabbages,843,85,Fall,2548,729051
Batna,greencabbages,416,719,Winter,2490,21681
Batna,cauliflower,683,124,Spring,5953,723323
Batna,cauliflower,43,686,Summer,2946,955582
Batna,cauliflower,13,400,Fall,2967,166571
Batna,cauliflower,378,563,Winter,2323,277656
Batna,turnips,427,959,Spring,4962,992549
Batna,turnips,688,462,Summer,1309,812202
Batna,turnips,552,446,Fall,2236,631575
Batna,turnips,128,384,Winter,2131,822366
Batna,olives,779,229,Spring,5614,767976
Batna,olives,111,675,Summer,5167,231281
Batna,olives,544,115,Fall,2576,103366
Batna,olives,535,551,Winter,4263,473023
Batna,oranges,26,279,Spring,1145,2417
Batna,oranges,30,394,Summer,5427,471934
Batna,oranges,800,300,Fall,4919,801311
Batna,oranges,154,678,Winter,5608,512713
Batna,lemons,969,463,Spring,4077,179251
Batna,lemons,902,362,Summer,1931,578842
Batna,lemons,92,694,Fall,5585,804509
Batna,lemons,503,465,Winter,4678,96511
Batna,tangerines,533,173,Spring,1169,70111
Batna,tangerines,488,313,Summer,4901,698758
Batna,tangerines,448,50,Fall,4993,110845
